,Title,Published_date,Views,Likes,Comments,Month
1713,Multiple Operations on Discrete Time Signals (Part 1),2018-05-07,31962,320,34,May
1714,Logical Operators − Implication (Part 2),2018-05-06,203212,3031,99,May
1715,Multiplication of Discrete Time Signals,2018-05-04,29055,318,6,May
1716,Addition of Discrete Time Signals,2018-05-03,28339,319,6,May
1717,Operations on DTS (Amplitude Scaling & Amplitude Reversal),2018-05-03,24552,259,4,May
1718,"Operations on DTS (Time Compression, Time Expansion & Time Reversal)",2018-05-02,57652,678,19,May
1719,Operations on Discrete Time Signals (Time Shifting),2018-05-01,116995,1075,27,May
1720,Sampling Theorem for Band Pass Signals,2018-05-01,104486,1048,22,May
1721,Logical Operators − Exclusive OR,2018-04-30,257639,3980,298,Apr
1722,Reconstruction of Signals (Solved Problem 3),2018-04-29,53337,493,40,Apr
1723,C Programming (Rapid Fire Quiz-1),2018-04-28,497045,10521,2448,Apr
1724,Reconstruction of Signals (Solved Problem 2),2018-04-28,76350,626,40,Apr
1725,Operators in C (Solved Problem 2),2018-04-27,166572,3677,236,Apr
1726,Frequency Components Present in S(f),2018-04-27,58882,506,4,Apr
1727,"Logical Operators − Negation, Conjunction & Disjunction",2018-04-26,338037,4957,92,Apr
1728,Reconstruction of a Signal Using Practical LPF,2018-04-26,72135,671,72,Apr
1729,Reconstruction of Signals,2018-04-26,210504,2386,63,Apr
1730,Structures of Operating System,2018-04-25,584186,9051,137,Apr
1731,"Propositional Logic, Propositional Variables & Compound Propositions",2018-04-25,285599,4266,62,Apr
1732,Motivation & Introduction to Propositional Logic,2018-04-23,371992,5618,319,Apr
1733,Nyquist Rate (Solved Problem 3),2018-04-22,85133,755,115,Apr
1734,Nyquist Rate (Solved Problem 2),2018-04-22,106786,824,22,Apr
1735,Nyquist Rate (Solved Problem 1),2018-04-21,169143,1331,128,Apr
1736,Regular Languages & Finite Automata (Solved Problem 2),2018-04-20,211448,1616,13,Apr
1737,Properties of Nyquist Rate,2018-04-20,110553,1126,23,Apr
1738,Nyquist Rate & Nyquist Interval,2018-04-19,249553,2505,46,Apr
1739,Operating System Design & Implementation,2018-04-19,212951,2939,46,Apr
1740,The Concept of Open Circuit,2018-04-19,132282,1689,47,Apr
1741,Regular Languages & Finite Automata (Solved Problem 1),2018-04-18,441957,3575,103,Apr
1742,Operators in C (Solved Problem 1),2018-04-17,164283,2677,77,Apr
1743,Sampling Theorem,2018-04-16,793913,9415,257,Apr
1744,Precedence and Associativity of Operators,2018-04-15,338310,6295,437,Apr
1745,Introduction to Discrete Mathematics,2018-04-14,1181547,15508,277,Apr
1746,The Concept of Short Circuit,2018-04-13,300217,4276,145,Apr
1747,Ohm's Law,2018-04-13,82684,913,24,Apr
1748,Circuit Elements (Resistor),2018-04-12,81698,906,19,Apr
1749,Comma Operator in C,2018-04-09,176328,3506,385,Apr
1750,Conditional Operator in C,2018-04-08,250286,4451,431,Apr
1751,Electric Power (Solved Problem),2018-04-08,82973,982,56,Apr
1752,Assignment Operators in C,2018-04-07,214599,3233,452,Apr
1753,Electric Power,2018-04-07,92112,1037,71,Apr
1754,Bitwise Operators in C (Part 4),2018-04-06,257339,4796,769,Apr
1755,Bitwise Operators in C (Part 3),2018-04-05,273162,4478,61,Apr
1756,Electric Potential Difference (Voltage),2018-04-05,98670,1048,20,Apr
1757,Bitwise Operators in C (Part 2),2018-04-04,350894,6130,115,Apr
1758,Bitwise Operators in C (Part 1),2018-04-03,759444,12950,198,Apr
1759,Is Current a Scalar or a Vector Quantity?,2018-04-03,101378,1296,83,Apr
1760,Conventional Current vs. Electron Current,2018-03-30,135923,1783,185,Mar
1761,Electric Current,2018-03-29,101703,1039,36,Mar
1762,Logical Operators in C,2018-03-28,404724,7705,175,Mar
1763,Laplace Transform (Solved Problem 14),2018-03-28,32965,329,16,Mar
1764,System Programs,2018-03-28,278928,3829,66,Mar
1765,Laplace Transform (Solved Problem 13),2018-03-27,36947,339,81,Mar
1766,Relational Operators in C,2018-03-27,212751,3106,56,Mar
1767,Law of Conservation of Charge,2018-03-26,132290,1325,42,Mar
1768,Increment and Decrement Operators in C (Part 2),2018-03-25,243432,5030,1159,Mar
1769,Laplace Transform (Solved Problem 12),2018-03-24,42203,441,74,Mar
1770,Increment and Decrement Operators in C (Part 1),2018-03-23,387671,7385,177,Mar
1771,Arithmetic Operators in C,2018-03-21,308962,4712,88,Mar
1772,Electric Charge,2018-03-21,208648,2317,214,Mar
1773,Introduction to Operators in C,2018-03-20,298023,4618,50,Mar
1774,Types of System Calls,2018-03-20,391830,5340,70,Mar
1775,Introduction to Network Theory,2018-03-20,696864,4802,249,Mar
1776,C Programming (Important Questions Set 3),2018-03-19,396077,7725,283,Mar
1777,Laplace Transform to Solve Differential Equations,2018-03-19,69467,744,25,Mar
1778,Basic Input Function – scanf,2018-03-18,174765,2798,56,Mar
1779,ROC and Stability of Causal LTI Systems,2018-03-17,37904,347,44,Mar
1780,C Programming (Important Questions Set 2),2018-03-16,522152,10425,237,Mar
1781,Inverse Laplace Transform (Solved Problem),2018-03-16,44550,361,17,Mar
1782,Constants in C (Part 2),2018-03-15,159757,2419,35,Mar
1783,System Calls,2018-03-15,732094,11434,201,Mar
1784,Inverse Laplace Transform,2018-03-15,84309,886,15,Mar
1785,Laplace Transform (Solved Problem 11),2018-03-13,31994,268,8,Mar
1786,Constants in C (Part 1),2018-03-13,249793,3922,95,Mar
1787,Variable Modifiers − Static,2018-03-12,239021,3959,142,Mar
1788,Laplace Transform (Solved Problem 10),2018-03-12,33024,239,27,Mar
1789,User Operating System Interface,2018-03-12,275326,3955,70,Mar
1790,Variable Modifiers − Register,2018-03-10,199273,2663,50,Mar
1791,Variable Modifiers − Auto & Extern,2018-03-09,325433,5444,202,Mar
1792,Scope of Variables - Local vs Global,2018-03-08,387751,6683,153,Mar
1793,Laplace Transform (Solved Problems 8 & 9),2018-03-08,35178,277,18,Mar
1794,C Programming (Important Questions Set 1),2018-03-07,1405186,26691,460,Mar
1795,Laplace Transform (Solved Problem 7),2018-03-07,36400,338,161,Mar
1796,"Fundamental Data Types − Float, Double & Long Double",2018-03-07,347144,4838,164,Mar
1797,Laplace Transform (Solved Problem 6),2018-03-06,37549,280,3,Mar
1798,Laplace Transform (Solved Problem 5),2018-03-06,41027,305,13,Mar
1799,Operating System Services,2018-03-05,419154,6671,109,Mar
1800,Fundamental Data Types − Character,2018-03-05,332567,4643,96,Mar
1801,Laplace Transform (Solved Problem 4),2018-03-05,45557,404,14,Mar
1802,Exceeding The Valid Range of Data Types,2018-03-04,326232,4700,104,Mar
1803,Laplace Transform (Solved Problem 3),2018-03-04,50133,386,15,Mar
1804,Laplace Transform (Solved Problem 2),2018-03-03,55195,360,20,Mar
1805,Laplace Transform (Solved Problem 1),2018-03-02,85974,542,10,Mar
1806,Fundamental Data Types − Integer (Part 2),2018-02-28,379439,4707,114,Feb
1807,Operating System Structure,2018-02-27,502079,6169,83,Feb
1808,Fundamental Data Types − Integer (Part 1),2018-02-26,478612,5681,79,Feb
1809,Laplace Transform of Basic Signals [Sinω₀t.u(t)],2018-02-25,57483,490,10,Feb
1810,Laplace Transform of Basic Signals [Cosω₀t.u(t)],2018-02-25,75608,641,16,Feb
1811,Basic Output Function – printf,2018-02-23,536691,6458,164,Feb
1812,Laplace Transform of Basic Signals (Unit Ramp Signal),2018-02-22,69182,557,20,Feb
1813,Variable Naming Conventions,2018-02-22,452449,5611,102,Feb
1814,Introduction to Variables,2018-02-21,777096,10066,204,Feb
1815,Computer System Architecture,2018-02-21,674117,8597,161,Feb
1816,Introduction to Laplace Transform,2018-02-20,328465,2913,50,Feb
1817,Laplace Transform of Basic Signals (Exponential Signals),2018-02-20,124515,1203,52,Feb
1818,C Programming – Features & The First C Program,2018-02-20,1727747,21729,479,Feb
1819,Laplace Transform of Basic Signals (DC Value & Signum Function),2018-02-19,56074,490,11,Feb
1820,TOC – Conclusion and Summary,2018-02-19,74364,1938,283,Feb
1821,Introduction to Programming and Data Structures,2018-02-19,1241881,15390,510,Feb
1822,Laplace Transform of Basic Signals (Unit Step Signal),2018-02-17,76256,664,10,Feb
1823,Laplace Transform of Basic Signals (Unit Impulse Signal),2018-02-17,100349,871,9,Feb
1824,Shortcut for Region of Convergence (ROC),2018-02-16,149326,1445,125,Feb
1825,Brain Teaser 6 | The Long Jumper,2018-02-16,6705,53,70,Feb
1826,Final Value Theorem,2018-02-16,104794,868,22,Feb
1827,Initial Value Theorem,2018-02-15,130704,1150,25,Feb
1828,Properties of Laplace Transform (Part 6),2018-02-15,71593,513,23,Feb
1829,Undecidability of the Post Correspondence Problem,2018-02-14,173392,1780,45,Feb
1830,Properties of Laplace Transform (Part 5),2018-02-13,76172,550,8,Feb
1831,Properties of Laplace Transform (Part 4),2018-02-11,85286,618,9,Feb
1832,Properties of Laplace Transform (Part 3),2018-02-10,87493,658,10,Feb
1833,Properties of Laplace Transform (Part 2),2018-02-10,102543,719,24,Feb
1834,Brain Teaser 5 | Triangle's Area,2018-02-09,8178,63,85,Feb
1835,Properties of Laplace Transform (Part 1),2018-02-09,161117,1163,35,Feb
1836,ROC and Stability,2018-02-08,125971,1040,57,Feb
1837,ROC and its Properties,2018-02-08,232319,2129,47,Feb
1838,The Post Correspondence Problem,2018-02-08,322647,4092,40,Feb
1839,Condition for Existence of Laplace Transform,2018-02-06,134440,1198,40,Feb
1840,Relation between Laplace Transform & Fourier Transform,2018-02-06,178625,1626,41,Feb
1841,Undecidability of the Halting Problem,2018-02-05,248675,2965,136,Feb
1842,Fourier Transform (Solved Problems 22 & 23),2018-02-04,33455,230,19,Feb
1843,Fourier Transform (Solved Problem 21),2018-02-03,38281,259,11,Feb
1844,Brain Teaser 4 | Can You Solve This 508 Matchstick Puzzle?,2018-02-02,24947,122,266,Feb
1845,Fourier Transform (Solved Problem 20),2018-02-02,36140,245,39,Feb
1846,Fourier Transform (Solved Problem 19),2018-02-01,37554,272,46,Feb
1847,Fourier Transform (Solved Problem 18),2018-02-01,34812,243,9,Feb
1848,Fourier Transform (Solved Problem 17),2018-01-31,34712,232,7,Jan
1849,Fourier Transform (Solved Problem 16),2018-01-31,34426,200,8,Jan
1850,Fourier Transform (Solved Problem 15),2018-01-30,39180,256,13,Jan
1851,The Halting Problem,2018-01-30,404136,4571,44,Jan
1852,Fourier Transform (Solved Problem 14),2018-01-29,52214,415,34,Jan
1853,Universal Turing Machine,2018-01-29,380159,4073,45,Jan
1854,Fourier Transform (Solved Problem 13),2018-01-29,43334,279,49,Jan
1855,Fourier Transform (Solved Problem 12),2018-01-28,43853,206,42,Jan
1856,x(t)−X(ω) Pairs (Shortcut for Objectives),2018-01-28,36627,275,7,Jan
1857,Fourier Transform (Solved Problem 11),2018-01-27,77616,474,9,Jan
1858,Decidability and Undecidability,2018-01-27,473389,5817,86,Jan
1859,Fourier Transform for Periodic Signals,2018-01-26,125589,945,24,Jan
1860,Brain Teaser 3 | Rope Around The Earth,2018-01-26,17323,119,84,Jan
1861,Calculation of Cn using Fourier Transform,2018-01-26,59974,417,11,Jan
1862,Fourier Transform (Solved Problem 10),2018-01-25,61720,371,15,Jan
1863,Fourier Transform (Solved Problem 9),2018-01-25,63027,404,24,Jan
1864,Fourier Transform (Solved Problem 8),2018-01-25,68306,379,12,Jan
1865,Fourier Transform (Solved Problem 7),2018-01-24,73681,487,75,Jan
1866,Fourier Transform (Solved Problem 6),2018-01-24,82187,502,110,Jan
1867,Turing Machine as Problem Solvers,2018-01-24,122916,1175,25,Jan
1868,Fourier Transform (Solved Problem 5),2018-01-23,96515,626,116,Jan
1869,Nondeterministic Turing Machine (Part 2),2018-01-23,140749,1385,29,Jan
1870,Fourier Transform (Solved Problem 4),2018-01-22,111589,715,111,Jan
1871,Fourier Transform (Solved Problem 3),2018-01-22,158918,739,79,Jan
1872,Nondeterministic Turing Machine (Part 1),2018-01-22,239300,2439,31,Jan
1873,Fourier Transform (Solved Problem 2),2018-01-21,173052,1071,86,Jan
1874,Fourier Transform (Solved Problem 1),2018-01-21,371974,2276,101,Jan
1875,Fourier Transform of Basic Signals (Sampling Function),2018-01-20,99785,672,21,Jan
1876,Fourier Transform of Basic Signals (Triangular Function),2018-01-20,195814,1649,33,Jan
1877,Multitape Turing Machine,2018-01-19,300045,3026,63,Jan
1878,Brain Teaser 2 | Family & The Bridge,2018-01-19,22598,279,134,Jan
1879,Fourier Transform of Basic Signals (Rectangular Function),2018-01-19,211916,1526,50,Jan
1880,Fourier Transform of sgn(t) & u(t) [Important Shortcut],2018-01-18,123707,1077,14,Jan
1881,Turing Machine Programming Techniques (Part 3),2018-01-16,154617,1376,31,Jan
1882,Fourier Transform of Basic Signals (Sinω₀t),2018-01-16,150328,1155,20,Jan
1883,Fourier Transform of Basic Signals (Cosω₀t),2018-01-16,193728,1398,22,Jan
1884,We're Hiring!,2018-01-16,340646,700,150,Jan
1885,Fourier Transform of Basic Signals (Complex Exponential Signal),2018-01-15,140651,1163,37,Jan
1886,Fourier Transform of Basic Signals (Unit Step Signal),2018-01-15,186496,1453,46,Jan
1887,Fourier Transform of Basic Signals (Signum Function),2018-01-14,171458,1501,37,Jan
1888,Fourier Transform of Basic Signals (Exponential Signals),2018-01-14,228889,1913,61,Jan
1889,Fourier Transform of Basic Signals (Impulse Signal),2018-01-13,174285,1251,31,Jan
1890,Fourier Transform of Basic Signals (DC Value),2018-01-13,182997,1486,28,Jan
1891,Brain Teaser 1 | Belts,2018-01-12,40310,449,145,Jan
1892,Duality Property of Fourier Transform,2018-01-12,198619,1794,60,Jan
1893,Parseval's Energy Theorem,2018-01-11,200648,1570,25,Jan
1894,Properties of Fourier Transform (Part 8),2018-01-11,163891,986,34,Jan
1895,Properties of Fourier Transform (Part 7),2018-01-10,186456,1199,40,Jan
1896,Properties of Fourier Transform (Part 6),2018-01-10,184620,1083,23,Jan
1897,Properties of Fourier Transform (Part 5),2018-01-09,195995,1275,12,Jan
1898,Properties of Fourier Transform (Part 4),2018-01-07,219326,1454,20,Jan
1899,Properties of Fourier Transform (Part 3),2018-01-07,241656,1707,23,Jan
1900,Properties of Fourier Transform (Part 2),2018-01-06,242431,1456,24,Jan
1901,Properties of Fourier Transform (Part 1),2018-01-06,371786,2559,36,Jan
1902,Conditions for Existence of Fourier Transform (Dirichlet Conditions),2018-01-05,273286,2294,49,Jan
1903,Fourier Series for LTI Systems,2018-01-04,91092,845,40,Jan
1904,Introduction to Fourier Transform,2018-01-04,750299,6667,92,Jan
1905,Properties of Fourier Series (Solved Problems),2018-01-02,72615,588,17,Jan
1906,Parseval's Power Theorem (Solved Example),2018-01-01,85279,746,17,Jan
1907,Parseval's Power Theorem,2018-01-01,172238,1511,35,Jan
1908,Properties of Fourier Series (Part 6),2017-12-31,73071,535,14,Dec
1909,Properties of Fourier Series (Part 5),2017-12-31,80990,528,17,Dec
1910,Properties of Fourier Series (Part 4),2017-12-30,88826,674,30,Dec
1911,Properties of Fourier Series (Part 3),2017-12-30,98976,716,12,Dec
1912,Properties of Fourier Series (Part 2),2017-12-28,118386,955,20,Dec
1913,Properties of Fourier Series (Part 1),2017-12-27,175655,1366,22,Dec
1914,Hidden Symmetry in Fourier Series (Examples),2017-12-27,56632,552,20,Dec
1915,Symmetricities in Fourier Series (Part 2),2017-12-25,65270,561,19,Dec
1916,Symmetricities in Fourier Series (Part 1),2017-12-24,99098,889,38,Dec
1917,Complex Exponential Fourier Series (Solved MCQ 3),2017-12-22,48383,414,46,Dec
1918,Complex Exponential Fourier Series (Solved MCQ 2),2017-12-21,48651,326,11,Dec
1919,Complex Exponential Fourier Series (Solved MCQ 1),2017-12-20,66064,434,19,Dec
1920,x(t)−Cn Pairs (Shortcut for Objectives),2017-12-20,70214,537,15,Dec
1921,Relation between Fourier Coefficients (Solved Problem),2017-12-19,82797,735,90,Dec
1922,Relation between Fourier Coefficients,2017-12-19,121012,1136,35,Dec
1923,Complex Exponential Fourier Series (Example 5),2017-12-18,133729,1212,21,Dec
1924,Complex Exponential Fourier Series (Example 4),2017-12-16,110405,832,106,Dec
1925,Complex Exponential Fourier Series (Example 3),2017-12-01,160551,1468,45,Dec
1926,Complex Exponential Fourier Series (Example 2),2017-11-30,169924,1120,31,Nov
1927,Complex Exponential Fourier Series (Example 1),2017-11-29,326927,2636,72,Nov
1928,Complex Exponential Fourier Series,2017-11-29,340043,2891,39,Nov
1929,Trigonometric Fourier Series (Example 5),2017-11-28,113836,953,14,Nov
1930,Trigonometric Fourier Series (Example 4),2017-11-27,131359,1013,99,Nov
1931,Trigonometric Fourier Series (Example 3),2017-11-25,171486,1268,120,Nov
1932,Trigonometric Fourier Series (Example 2),2017-11-24,326689,3209,141,Nov
1933,Trigonometric Fourier Series (Example 1),2017-11-22,527817,5053,171,Nov
1934,Trigonometric Fourier Series,2017-11-21,445551,4402,291,Nov
1935,Conditions for Existence of Fourier Series (Dirichlet Conditions),2017-11-03,398037,4752,149,Nov
1936,Introduction to Fourier Series,2017-10-31,818730,9680,250,Oct
1937,Standard Differential Equation for LTI Systems,2017-10-28,127630,1213,49,Oct
1938,Turing Machine Programming Techniques (Part 2),2017-10-27,182851,1548,56,Oct
1939,Turing Machine Programming Techniques (Part 1),2017-10-26,277677,2470,48,Oct
1940,Group Delay & Phase Delay (Solved Problems),2017-10-13,42310,385,65,Oct
1941,Group Delay and Phase Delay,2017-10-12,93233,863,26,Oct
1942,Turing Machine for Even Palindromes,2017-10-11,426524,4725,162,Oct
1943,Distortionless LTI System,2017-10-11,40368,449,26,Oct
1944,Phase Distortion in LTI Systems,2017-10-10,30481,260,6,Oct
1945,Magnitude Distortion in LTI Systems,2017-10-10,29351,263,6,Oct
1946,Harmonics and LTI System,2017-10-09,34871,324,14,Oct
1947,Stable LTI System (Solved Problems) | Part 2,2017-10-09,33458,331,23,Oct
1948,Stable LTI System (Solved Problems) | Part 1,2017-10-08,48509,500,53,Oct
1949,Stable LTI System,2017-10-05,73535,692,12,Oct
1950,Causal LTI System (Solved Problems),2017-10-05,55960,535,43,Oct
1951,Causal LTI System,2017-10-04,97700,920,17,Oct
1952,Static LTI System (Solved Problems),2017-10-04,46593,400,35,Oct
1953,Convolution Operation (Shortcut),2017-10-03,175867,1539,33,Oct
